DATE,WILL5000PR
2023-11-21,45501.84
2023-11-22,45701.30
2023-11-23,.
2023-11-24,45758.48
2023-11-27,45668.44
2023-11-28,45700.07
2023-11-29,45717.18
2023-11-30,45892.54
2023-12-01,46287.12
2023-12-04,46110.25
2023-12-05,46014.22
2023-12-06,45846.49
2023-12-07,46205.47
2023-12-08,46413.11
2023-12-11,46593.11
2023-12-12,46780.09
2023-12-13,47513.61
2023-12-14,47781.84
2023-12-15,47734.61
2023-12-18,47923.58
2023-12-19,48267.39
2023-12-20,47531.73
2023-12-21,48055.09
2023-12-22,48162.94
2023-12-25,.
2023-12-26,48400.44
2023-12-27,48481.37
2023-12-28,48488.75
2023-12-29,48286.59
2024-01-01,.
2024-01-02,47977.19
2024-01-03,47489.80
2024-01-04,47349.34
2024-01-05,47430.94
2024-01-08,48130.13
2024-01-09,48027.51
2024-01-10,48272.94
2024-01-11,48213.57
2024-01-12,48231.29
2024-01-15,.
2024-01-16,48010.61
2024-01-17,47728.34
2024-01-18,48133.43
2024-01-19,48716.69
2024-01-22,48909.84
2024-01-23,49015.27
2024-01-24,48997.98
2024-01-25,49252.26
2024-01-26,49240.10
2024-01-29,49661.29
2024-01-30,49594.50
2024-01-31,48760.94
2024-02-01,49370.68
2024-02-02,49827.99
2024-02-05,49605.49
2024-02-06,49762.26
2024-02-07,50139.94
2024-02-08,50247.88
2024-02-09,50568.63
2024-02-12,50590.76
2024-02-13,49796.56
2024-02-14,50348.81
2024-02-15,50712.18
2024-02-16,50442.12
2024-02-19,.
2024-02-20,50103.09
2024-02-21,50120.72
2024-02-22,51113.87
2024-02-23,51144.91
2024-02-26,51000.94
2024-02-27,51141.69
2024-02-28,51043.50
2024-02-29,51311.76
2024-03-01,51716.41
2024-03-04,51659.65
2024-03-05,51123.17
2024-03-06,51403.75
2024-03-07,51916.85
2024-03-08,51605.91
2024-03-11,51514.60
2024-03-12,52025.32
2024-03-13,51955.24
2024-03-14,51725.86
2024-03-15,51436.06
2024-03-18,51709.85
2024-03-19,52004.36
2024-03-20,52529.57
2024-03-21,52735.90
2024-03-22,52608.09
2024-03-25,52473.49
2024-03-26,52346.36
2024-03-27,52835.49
2024-03-28,52906.10
2024-03-29,.
2024-04-01,52755.72
2024-04-02,52322.12
2024-04-03,52404.01
2024-04-04,51771.79
2024-04-05,52328.54
2024-04-08,52344.35
2024-04-09,52423.54
2024-04-10,51860.29
2024-04-11,52234.09
2024-04-12,51450.21
2024-04-15,50800.99
2024-04-16,50676.56
2024-04-17,50368.38
2024-04-18,50258.20
2024-04-19,49877.13
2024-04-22,50322.28
2024-04-23,50963.61
2024-04-24,50964.45
2024-04-25,50726.10
2024-04-26,51228.70
2024-04-29,51402.98
2024-04-30,50563.11
2024-05-01,50429.50
2024-05-02,50932.23
2024-05-03,51545.88
2024-05-06,52101.99
2024-05-07,52150.65
2024-05-08,52116.42
2024-05-09,52406.51
2024-05-10,52458.69
2024-05-13,52448.56
2024-05-14,52741.07
2024-05-15,53355.51
2024-05-16,53206.76
2024-05-17,53263.46
2024-05-20,53330.77
2024-05-21,53424.80
2024-05-22,53248.67
2024-05-23,52796.66
